,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,label
0,0.00273107,0.6337637,-0.0039830953,0.09560314,-0.13060437,-0.3875035,-0.008279055,-0.26462972,-0.37767193,-0.30632153,-0.08035584,-0.12536804,0.11589673,0.06403579,0.3101045,-0.5597526,0.43440938,-0.19748944,-0.44113284,-0.4436506,0.75523114,-0.06249086,-0.19836697,0.16350988,-0.33228657,-0.1690098,-0.62112767,0.16670007,-0.3055192,0.02617848,0.18897924,-0.08995466,0.7128061,0.23937085,0.081562996,0.09168621,-0.28895065,-0.18406142,0.6248894,0.05301678,0.2729214,-0.6823539,0.119293556,0.35091722,-0.3090918,0.07568693,-0.36916026,0.017587245,0.09213058,0.51921666,0.19924241,-0.4322966,-0.3708889,-0.23600315,0.0739076,0.41284162,-0.16910955,0.42848435,0.22152683,0.23181437,0.1275411,-0.23288926,0.30473357,-0.11865572,-0.6371653,0.3933583,-0.48985887,0.005707959,0.08115567,0.75269485,-0.44845313,0.44997698,-0.059744097,-0.092764445,0.0659226,-0.47631606,0.07193148,-0.06067833,0.25290954,0.08274773,-0.47054315,0.044116486,-0.13767275,0.048516065,0.18797538,-0.6370148,-0.06509255,0.09296864,-0.24100672,0.68182695,0.13983385,-0.07928526,-0.12462058,0.51762205,-0.49932587,-0.61345243,-0.5349604,0.34462243,-0.370554,-0.18108544,0
1,0.14106652,0.42987663,-0.055382267,0.20881313,-0.14762783,0.3442389,-0.047024265,-0.05614373,-0.21621618,0.1756334,-0.30194587,0.0962256,0.62545973,-0.15644456,-0.8143702,-0.25114533,-0.41798684,-0.19890894,0.5869027,-0.4344191,-0.26701966,-0.06297559,0.6990452,-0.5959314,-0.38713843,-0.15034986,0.1154352,-0.2104027,0.6141522,0.20960635,0.052936077,-0.6261429,-0.09053108,-0.33153918,0.007546149,-0.1570953,0.12108511,0.23940918,0.28926772,0.99832684,0.7185726,-0.4982574,0.31588683,0.92718565,0.5485165,0.8489246,-0.6268209,0.70210654,0.06534911,-0.22386152,0.11217338,-0.17748837,-0.15115026,0.18742923,0.04672286,-0.5979747,0.6637911,-0.23781219,0.1927689,0.26910934,-0.61812276,-0.033831004,0.45550922,-0.44115144,-0.11152513,0.3858011,0.09580892,0.4112839,-0.10571928,0.19356325,-0.1419757,0.22270352,0.51315606,-0.45205498,-0.05910466,-0.057244718,-0.15213458,0.19399357,-0.7478911,-0.048908554,0.52119505,-0.26992783,-0.9191063,-0.41873476,0.42896762,-0.051043216,-0.2700646,0.06972711,-0.21495223,0.10906538,0.5901626,-0.5969321,0.1421068,0.1869766,0.69082135,-0.3670794,-0.6048538,-0.2800881,0.060516402,-0.72237945,0
2,-0.23696175,-0.2393986,0.26230034,-0.21820168,-0.13731644,-0.1635475,0.18025488,-0.2741899,-0.14477117,-0.3495702,-0.0796109,-0.014185024,-0.4483497,0.03275918,0.58142716,0.031053651,0.18365173,0.021766467,-0.5076592,0.30834594,0.3049429,0.5097666,-0.6887103,0.13726765,-0.017640607,0.055262502,-0.048307933,0.60641825,-0.50016,-0.073327325,-0.4399504,0.30520573,0.45268092,0.18518314,-0.2958917,0.12054262,-0.54829013,-0.15700303,-0.2682148,-0.23235065,0.00818482,-0.0066037476,-0.013580672,-0.21173042,-0.19392928,-0.63720673,0.39952463,-0.2246584,0.07591723,0.28801495,0.07845287,0.097966656,-0.21154284,-0.31203786,0.27730757,0.5075691,-0.3330637,0.37056744,0.13391402,0.03148361,0.6200972,0.025266688,-0.31590092,0.179266,-0.19320297,-0.19684458,-0.22271301,-0.13088585,0.25946283,0.23319268,-0.3052946,-0.3325956,-0.3191779,0.41201037,-0.0036344156,-0.7205632,-0.35632807,-0.24721447,0.5711382,-0.2116698,-0.27510032,0.2564563,0.60079145,0.26239797,-0.3267854,-0.118134044,0.22259842,-0.112330586,-0.15670685,0.13907917,-0.35914084,0.0931259,-0.22179879,0.2385433,-0.29692498,0.22421542,0.16295156,0.14797866,-0.24134421,0.4370821,0
3,-0.0266046,-0.25980306,0.121984065,0.013552198,-0.0692178,0.2279933,0.10711007,-0.15183857,-0.23213372,0.059756577,-0.32787117,0.14555272,-0.16355209,-0.25262284,0.11690658,-0.025768306,-0.24745391,-0.12590002,-0.025222234,0.12156704,0.07126508,0.30534053,-0.40471855,-0.20729937,-0.11318271,-0.056786776,0.3650545,0.473539,-0.103899896,0.26907963,-0.35948512,0.038671203,0.093455285,-0.026337154,-0.49538845,-0.01351927,-0.44574457,0.034673676,-0.13824755,0.2150471,0.29234806,-0.17967355,0.32759455,-0.007616937,0.0010630339,-0.39638174,0.50285655,0.11358622,0.111384094,-0.09528792,0.36795688,0.028745124,-0.24469434,-0.3458126,0.5509995,0.08815312,0.11246219,-0.023022667,0.17731628,0.2248075,0.42458355,0.035420723,-0.16577989,0.12816694,0.024388224,-0.34375763,-0.111000404,0.25900993,0.26355523,0.033502746,-0.2494041,-0.32482922,-0.045640714,0.29428917,0.072738335,-0.49887794,-0.6299418,-0.080086544,0.21548367,-0.24293622,0.13218544,0.26763695,0.3217157,0.005234491,-0.14891446,0.0023443736,-0.07704641,0.1547634,-0.2703327,-0.06657857,-0.058058478,-0.103792444,-0.21932447,0.2818576,0.1246946,0.048048574,0.009281367,-0.09594533,0.10281426,0.19986281,0
4,-0.52601606,0.10624382,0.07909733,-0.5150054,-0.42031553,-0.46257496,0.3104251,-0.0709849,-0.41154444,-0.45495373,-0.39682284,0.49932808,0.23984292,0.32073495,0.6126616,-0.49620494,-0.06577264,-0.38170198,-0.48620468,-0.048338912,0.3188561,0.14395757,-0.25466588,-0.007311523,0.06938409,0.10131388,-0.41586512,0.3193341,0.17751758,0.28044698,-0.23781747,-0.2266975,0.17633688,0.1901119,-0.32550243,0.17393985,-0.1831407,0.14182597,0.32382563,0.08363387,0.39212418,-0.55794466,-0.012456428,0.43367353,0.012493953,0.32717198,-0.20099655,0.23291841,-0.1544955,0.06006965,0.31932205,-0.04911182,-0.6565476,-0.25713134,0.14772902,0.087750904,-0.4314239,0.2472266,0.17268756,-0.0854337,0.40940553,-0.16798486,0.11882222,-0.31969023,-0.0810101,0.04908357,-0.047955535,0.36049423,-0.23391122,0.4953236,-0.39911696,-0.08673229,0.5043745,-0.2866436,-0.2918925,-0.714278,-0.028895065,0.2165021,0.060781315,-0.040239938,0.071589306,0.042908993,-0.033238225,0.5090978,-0.4590676,-0.339062,-0.363109,0.14218068,-0.102657,0.3238153,0.082524195,-0.078447126,-0.02102154,0.62616634,-0.080584794,-0.29782256,-0.6760496,0.09431937,-0.01041159,0.018693263,0
5,-0.5394777,0.1011452,-0.035070717,-0.45911008,-0.14661968,-0.3712263,0.15198809,0.075331,0.18272154,-0.632565,0.09013632,0.10897705,0.4357087,0.66255194,-0.2669941,-0.03920386,-0.050872363,0.13845412,-0.13854285,0.033432133,-0.18510787,0.49161646,0.52067417,-0.026233107,-0.06412075,0.34125924,-0.47527686,-0.154432,0.33336812,-0.4069027,-0.4110796,-0.24474283,0.14296836,-0.35333535,0.2473678,0.2327189,0.398714,-0.014018567,-0.14726754,0.42288828,0.3121327,-0.22881305,-0.20765835,0.8360339,0.60062575,0.91849643,-1.0,0.37918812,-0.03989344,0.008852325,-0.56643933,-0.022115842,-0.14871132,0.6976653,-0.5829111,-0.20037924,-0.048580155,0.030406885,0.19991274,-0.0041766088,-0.5889475,-0.26188707,0.3407045,-0.7278201,0.034528926,0.61055726,0.059509903,0.025172682,-0.38023052,0.19865204,-0.26182407,-0.14183387,0.5175668,-0.5050888,-0.39205477,-0.46513814,0.31039643,-0.060913637,-0.46326557,0.13307735,0.5297986,-0.5987418,-0.9654151,0.013218589,0.10288943,0.07198786,0.23064938,-0.58687407,0.21364549,0.17243142,0.16324095,-0.39448714,0.21582946,-0.105736256,0.39891303,-0.02411038,-0.47654545,-0.23083764,-0.340133,-0.52065885,0
6,0.059677184,0.07460746,0.10219316,0.1411607,0.051412135,0.08206516,-0.0368326,-0.22083375,0.009954208,-0.15282291,0.06904988,-0.27836454,-0.13571425,-0.050892733,-0.18416058,0.07327889,0.13003603,0.15841736,-0.047712408,0.0012748241,0.122893706,0.37761164,-0.07485964,-0.045496017,-0.2904127,-0.030433677,-0.010650469,0.20797744,-0.2849031,-0.22849306,-0.22676243,0.08469264,0.42441595,-0.11853869,0.033661008,0.021953162,-0.24120937,-0.18338378,-0.16108178,0.22256601,0.1603852,-0.09269792,0.11487627,0.1736154,0.07997898,-0.167109,-0.097581156,0.022332698,0.19622168,0.23095705,-0.15768045,-0.09430647,0.040502623,0.082477644,0.041578136,0.19787654,0.17946476,0.14959352,0.1799369,0.25229323,-0.0830691,-0.034550626,0.011679698,-0.023170568,-0.27784878,0.18080054,-0.24217698,-0.14724788,0.24012509,0.17840506,-0.2327342,-0.049611874,-0.260913,0.19650812,0.08775605,-0.37607485,-0.23451737,-0.28937235,0.1139088,-0.090643935,-0.056409866,-0.047795326,-0.10333358,-0.24021271,0.25636065,-0.052997857,0.32719564,-0.25051486,-0.1442741,0.16154198,-0.04514771,-0.19415005,-0.104672424,-0.018131124,0.013951033,0.036334712,0.068728894,-0.011952434,-0.3198536,-0.093363404,0
7,-0.6681821,-0.9076294,-0.09301549,-0.59606117,-0.033922642,-0.041321866,0.34481707,0.28481576,0.0015569034,-0.24409205,-0.45810187,0.7051317,0.075255,0.28766754,0.28501508,0.0627746,-0.68630874,-0.10700295,-0.21442209,0.4847454,-0.20421146,0.64698523,-0.35824475,-0.09105679,0.27305588,0.4102564,0.43225056,0.4702613,0.30345833,0.31685144,-0.9138205,0.064122245,-0.38087153,-0.3459779,-0.81473464,0.28313798,0.0013427734,0.14367498,-0.4459774,0.17570318,0.30770057,-0.20402452,0.31641108,0.13226259,0.34008968,0.011344852,0.48882598,0.30818924,-0.03248366,-0.610101,0.25992233,0.1702837,-0.49984083,0.035450444,0.44794434,-0.13824521,-0.17228979,-0.41666305,0.2653539,0.16257481,0.43544966,-0.2419925,-0.14305285,-0.28406715,0.7599948,-0.5756618,0.091771424,0.652368,-0.11457357,-0.34864816,-0.34649974,-0.94378495,0.58447146,0.045901574,-0.2717169,-0.76197565,-0.6673668,-0.0028804913,0.05983983,-0.11740688,0.9375991,0.017043551,0.011301845,0.3270765,-0.53717476,0.37222585,-0.1691097,-0.03314451,0.05050586,-0.43055338,-0.120652184,-0.10379565,-0.17965743,0.16578822,0.47984904,0.174513,-0.1648199,-0.4760765,0.38839257,0.23020354,0
8,0.48540127,0.9486962,0.4599823,0.4169163,-0.5045557,0.33253133,-0.06087561,-0.6667732,-0.57912093,0.1751756,-0.20527783,-0.32447514,0.069756344,-0.55115193,-0.2846365,-0.3259727,0.20608604,-0.30075255,0.3488623,-0.4839158,0.074105054,-0.251748,0.19999631,-0.58282167,-0.5310192,-0.551472,-0.1517019,0.11450328,0.0024182964,0.13194628,0.46313417,-0.5062775,0.50362146,0.35238892,0.23298228,-0.41161528,-0.6317913,0.17637971,0.43082815,0.62187564,0.535825,-0.24562253,-0.029981758,0.5187869,0.039229825,0.110847004,-0.40991703,0.25178447,0.045424037,0.50712025,0.23666862,-0.025493592,-0.036229923,-0.4950086,0.13682204,-0.09497769,0.4289965,0.5617862,-0.012395173,-0.055898093,-0.08144656,0.42399114,0.095979676,0.12515311,-0.943562,0.47750315,0.020611629,-0.18379216,0.2363956,0.7457867,-0.03258507,0.6826095,-0.231553,-0.075161524,0.12302646,-0.09568429,-0.011223406,0.17134902,-0.2568983,-0.32916236,-0.65028244,0.18799992,0.02096901,-0.23799512,0.253047,-0.5075698,-0.17271408,0.24713114,-0.52021635,0.54528004,0.341044,-0.3675085,0.11390139,0.49365708,0.05417896,-0.17329432,-0.32216537,0.33333632,-0.3262696,-0.3024749,0
9,-0.30399805,0.10912116,0.52129257,-0.4598687,-0.814323,0.15167221,0.37935564,-0.3485063,-0.5526262,-0.09921397,-0.58848596,0.5243466,0.1756471,-0.120174095,0.21570247,-0.20254518,-0.43875948,-0.48825404,0.16578381,0.1247426,-0.4462451,0.119329065,0.019905375,-0.6902361,0.055681713,-0.10958253,0.110534824,0.3640111,0.560938,0.42323443,-0.21187152,-0.57112014,-0.19253087,0.2521032,-0.35592002,-0.22063942,-0.45955402,0.54232097,-0.042490374,0.54550016,0.6170138,-0.06939076,-0.19240277,0.53978366,0.42535233,0.35715935,-0.10566218,0.46926653,-0.2657707,-0.11788824,0.35874653,0.46858495,-0.43211517,-0.4732277,0.23673026,-0.4314432,-0.015744478,0.2908481,-0.04746799,-0.44079548,0.35717657,0.43149313,-0.18056393,-0.14605518,-0.11632152,-0.044686783,0.54531974,0.28749606,-0.17737716,0.34370324,-0.015656307,-0.1451801,0.49785236,-0.2728394,-0.3586612,-0.48809832,-0.17691198,0.46677327,-0.39742267,-0.45463935,0.11620563,0.17770593,0.20063224,0.41891852,-0.6454334,-0.07164636,-0.49874848,0.25092646,-0.2814237,0.033596925,0.17842484,-0.3065174,0.20183726,0.59177727,0.54381025,0.2684369,-0.45271423,-0.02075902,0.14596692,0.038617793,0
