,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
0,-0.06306434,-0.027254991,-0.3411326,0.151304,-0.5328663,-0.450648,0.59037197,-0.3874632,0.3914194,0.6985382,0.49787515,-0.80025905,-0.6378585,0.1708681,0.7608211,-0.5221538,0.48859286,-0.72732824,0.5028945,0.04367564,0.33626068,0.2100678,0.52422786,-0.9969877,0.58463126,-0.33357328,0.26151544,-0.62476534,0.42959225,0.6017729,-0.19050339,0.47645843,0.034674108,-0.07337821,0.3586075,0.29205042,-0.059437916,-0.19307758,0.46997693,0.5132907,-0.24122979,-0.39362466,-0.36605018,-0.83624387,-0.6352722,-0.36329672,0.14751741,0.22654095,0.576343,-0.122260675,0
1,-0.24547167,0.19512215,0.40032965,-0.25838172,0.1448574,0.009093747,-0.2864604,-0.27834666,-0.3501597,-0.20657972,-0.22600862,0.11983955,-0.0059776083,-0.31918967,-0.2529565,0.103031,-0.3721717,0.018190399,0.26266444,-0.20126171,-0.14812377,-0.08847794,-0.22170733,-0.14151669,-0.0936735,-0.18656342,-0.39539772,0.09063688,-0.2639063,-0.28590193,-0.0138999,-0.009081937,-0.18872635,0.040995553,-0.021205775,-0.5736973,-0.14117534,-0.056340955,0.1096446,-0.12310276,-0.17131183,0.079889834,0.031340644,-0.08968757,-0.1798742,0.10288893,-0.047681198,-0.28040457,-0.089176476,-0.17661136,0
2,-0.0011113063,0.22242333,0.2790858,-0.4010717,0.18709865,0.19983292,-0.08867245,-0.40565604,-0.25391376,-0.57731587,-0.058470014,-0.37256095,-0.10629843,0.09439227,-0.7572299,0.039615862,0.16919479,-0.44205517,0.22421718,0.21497521,-0.32823122,-0.38592368,-0.2342284,-0.17965312,0.10129826,0.53116345,0.21275353,-0.2741512,0.0034009553,0.36535716,0.15141436,0.30454135,-0.5000262,-0.1677449,0.004162533,-0.045441985,0.2620254,-0.34740114,0.107034534,0.14249215,0.09754759,-0.12664475,-0.12979531,0.20855257,-0.32539713,-0.31091094,0.24674493,-0.71144754,0.004058279,-0.31934482,0
3,0.029029772,0.36077565,0.28946638,-0.27822447,-0.028234407,-0.09105694,-0.048566297,-0.28797674,-0.0671968,-0.37260818,-0.2257244,-0.0330164,0.015329219,-0.20093647,-0.24799006,0.029189155,-0.026408337,-0.3898207,0.18886992,-0.074870385,-0.2587204,-0.2237758,-0.24409592,-0.17843993,0.046934932,-0.0332762,-0.12031712,-0.04740867,-0.10969249,-0.03800422,0.120646924,0.34619015,-0.46039692,-0.022072181,-0.03932287,-0.0750342,-0.05789336,-0.13981964,-0.020291664,-0.045380615,-0.093942136,-0.2769957,-0.084376685,-0.03511052,-0.25078878,-0.12386699,0.03999643,-0.46510422,0.06913978,-0.15105571,0
4,-0.2836634,-0.051449984,0.1333779,-0.18384522,0.10349485,0.09135234,-0.027234346,-0.4186384,-0.27984804,0.046454743,0.20685592,-0.48843372,-0.37353218,0.081440285,-0.24638087,-0.13253568,0.032503456,-0.2137447,0.42278397,0.08978315,0.028212428,-0.059888825,0.10098635,-0.49321297,0.19691148,0.17039508,0.06539148,-0.332462,0.058956362,0.33785868,-0.092622384,0.053636946,-0.047450706,-0.10879579,0.18098564,-0.3492474,0.12756646,-0.25759697,0.40729788,0.27367613,-0.075908914,0.12028307,-0.12542337,-0.21925567,-0.41659233,-0.16311085,0.18276796,-0.21201764,0.093311995,-0.29986066,0
5,0.18725911,0.46909148,0.28882867,-0.25385252,-0.16859363,-0.31787378,0.056431085,-0.20735733,0.13982886,-0.32974023,-0.24926272,0.030565139,0.049008884,-0.2468624,0.034239635,-0.0396609,0.016203344,-0.5471053,0.13565959,-0.14487924,-0.30404496,-0.23142813,-0.18136525,-0.26356903,0.12944356,-0.30453682,-0.15465562,-0.019540519,-0.09848163,-0.15555,0.17455158,0.49886182,-0.52954024,-0.06134498,-0.018287852,0.159406,-0.14654101,-0.08424981,-0.115406245,-0.074570194,-0.22316048,-0.5016958,-0.1122714,-0.14215553,-0.28262097,-0.08077675,-0.067590736,-0.34717554,0.1393181,-0.110153034,0
6,0.02015417,0.1909461,0.690939,-0.5093511,0.39891243,-0.117434315,-0.39557138,-0.14880452,-0.36871654,-0.47624585,-0.07241639,-0.019247632,-0.046633556,-0.06921818,-0.38734162,0.025993198,-0.3407809,-0.15088554,0.1517185,-0.04252098,-0.49136746,-0.41056222,-0.018420458,-0.33032885,0.10880317,-0.259659,-0.2444687,0.0064230263,-0.29149973,-0.37091327,0.179775,0.028565291,-0.29144725,-0.40674403,0.13842559,-0.24589354,0.102128625,-0.16541319,0.07863246,-0.031220034,-0.41348168,-0.028174356,0.032524258,0.08528964,-0.3325119,0.26178718,-0.20764048,-0.17595817,-0.2704743,-0.450829,0
7,0.017587692,0.5074887,0.4581048,-0.2043061,0.01042062,-0.22313789,0.18876025,-0.2961515,0.20113197,-0.22572319,-0.110560104,-0.14148104,-0.13390034,-0.25091544,0.21682367,-0.30894613,0.016051695,-0.68721825,0.41105813,-0.23219241,-0.2004208,-0.23816201,-0.022004515,-0.60210204,0.4141628,-0.17762813,-0.0048955977,0.13689816,-0.16243495,0.10619664,0.3048212,0.5542667,-0.4286589,-0.16028754,0.16474947,0.06576404,-0.09437908,-0.15038775,0.14131802,0.16128352,-0.3907086,-0.34816253,0.02094762,-0.3234232,-0.55923975,0.06317927,0.14772418,-0.16116324,0.3841262,-0.16241328,0
8,0.20916569,0.029610917,-0.13360298,-0.15101914,-0.39955592,-0.49405056,0.1333302,-0.18554017,0.11393893,0.16347784,0.1791896,-0.37223238,-0.24962772,0.12238437,0.21743646,-0.08465344,0.23134121,-0.45023847,0.07575218,0.11692324,-0.10447226,-0.039060187,0.21407953,-0.46454403,0.17621052,-0.49036574,-0.04082021,-0.58354676,0.25563666,-0.018447414,-0.16149119,0.3103345,-0.21214321,-0.15050422,0.11999495,0.3048219,-0.03975644,-0.122925766,0.050056092,0.096719295,-0.1780124,-0.4916176,-0.37700272,-0.3335526,-0.27622727,-0.27982402,-0.2299449,-0.072138906,0.032742277,-0.20693111,0
9,-0.08112934,0.30001956,0.32029983,-0.1822628,0.03012316,-0.12340937,0.169034,-0.35325325,0.073303044,-0.09182471,0.058084488,-0.3424062,-0.26908833,-0.0901773,0.097943336,-0.30120975,0.08176488,-0.58309186,0.44481596,-0.095657304,-0.099093616,-0.17562273,0.07546125,-0.63696563,0.40222418,-0.030997932,0.08584997,-0.06753121,-0.046034016,0.2710576,0.17274806,0.4137916,-0.28480133,-0.17085859,0.20769706,-0.023888469,0.010257572,-0.2116086,0.27339828,0.26121247,-0.29152524,-0.20095615,-0.045903973,-0.32479078,-0.55969024,-0.039047763,0.19182992,-0.15036163,0.33100298,-0.22292958,0
10,0.086006016,-0.01420369,-0.3536031,-0.061793134,-0.50568545,-0.3080197,0.18285847,-0.30519333,0.05916363,0.19828738,0.12886779,-0.41812345,-0.24123727,0.10666263,0.038528144,0.0078032985,0.33088046,-0.38576615,0.106930144,0.17224462,0.04666148,0.0738799,0.056629717,-0.2899109,0.038615078,-0.19498758,0.014690429,-0.665766,0.34499466,0.19345951,-0.2728635,0.2962143,-0.21452355,0.0751023,0.0048139617,0.17704684,-0.049724594,-0.14463773,0.067340426,0.0886198,0.09495844,-0.41835758,-0.4288352,-0.293696,-0.17407797,-0.5073956,-0.063400194,-0.30217242,0.091369,-0.098864116,0
11,-0.029789561,-0.050695226,0.13689794,-0.23426434,-0.048522785,-0.27009892,-0.105461776,-0.21496192,-0.18546827,0.09072523,0.1782349,-0.30523026,-0.27190572,0.06996682,0.0004830584,-0.05940655,-0.0525703,-0.18297449,0.19130221,0.053872637,-0.12028498,-0.07657632,0.1986545,-0.4666831,0.13706417,-0.37930298,-0.14835349,-0.39218372,0.0582607,-0.10535075,-0.13528672,0.044989213,-0.065992415,-0.21200892,0.17144026,-0.11863182,0.018427402,-0.1392476,0.201636,0.10231903,-0.25708565,-0.12368025,-0.20576702,-0.25069043,-0.30867326,-0.04794801,-0.18988413,-0.015443832,-0.09459991,-0.3163714,0
12,-0.42228395,0.5029154,0.19421385,0.10635084,-0.16666342,0.041032434,0.3391034,-0.5128888,0.18409407,0.11875489,-0.23558554,-0.058821592,-0.16802251,-0.5449264,0.36564428,-0.30955243,-0.042427227,-0.49548915,0.67865175,-0.44381225,0.2633019,0.14235133,-0.22253244,-0.49161482,0.2671332,0.047420353,-0.11565766,0.30814296,-0.1690081,0.3490048,0.11869377,0.48664746,-0.24568558,0.34477052,0.04392052,-0.443708,-0.3379792,-0.06385861,0.31465217,0.15705433,-0.1366389,-0.082312495,0.091329396,-0.5734576,-0.48523286,-0.071070835,0.46466595,-0.2451482,0.6834083,0.13093904,0
13,-0.06512686,0.28942525,0.06609312,-0.097961076,-0.17489813,-0.089459956,0.27840328,-0.41493225,0.13845974,-0.043591995,0.026623659,-0.39520526,-0.25101376,-0.0724678,0.047543928,-0.23542994,0.25164142,-0.62696594,0.4066762,-0.025514528,-0.00012806803,-0.087823264,-0.02279745,-0.5073912,0.31215185,0.11351827,0.1556015,-0.2090151,0.09202908,0.42807853,0.07892153,0.49191308,-0.3392095,-0.0013964325,0.107407436,0.052626908,-0.015089326,-0.2183712,0.21934764,0.24454638,-0.07595879,-0.29202676,-0.15266475,-0.31869113,-0.46674418,-0.28080362,0.27068892,-0.3267193,0.3966518,-0.114948034,0
14,-0.026584456,0.28860706,0.053516716,-0.07094982,-0.3003834,-0.28381425,0.1548211,-0.28958097,0.1243276,0.05672817,-0.10575974,-0.09972868,-0.115707725,-0.23956811,0.23938647,-0.104318276,0.03982134,-0.42164913,0.27012092,-0.1663813,-0.007893391,0.017432544,-0.06343753,-0.36534107,0.13036922,-0.32457685,-0.16905534,-0.1296122,0.01272257,-0.0051544756,-0.025605708,0.3785502,-0.28243962,0.09415344,0.025420763,-0.0386471,-0.21690188,-0.057249565,0.07050051,0.019439086,-0.15838702,-0.3469298,-0.15669844,-0.3750965,-0.29249448,-0.15547852,0.0060854107,-0.19684176,0.24896047,-0.03654936,0
15,-0.106462725,0.26550812,0.49039462,-0.2882495,0.18958333,-0.09820836,-0.08135932,-0.27830857,-0.1307075,-0.21445715,-0.035408907,-0.14451972,-0.16194351,-0.15506347,-0.06584322,-0.15875533,-0.162182,-0.3438514,0.35650635,-0.13742618,-0.21715215,-0.22684498,0.0062467232,-0.49157917,0.2505044,-0.15318176,-0.11757295,0.036630988,-0.19197845,-0.03577818,0.16142556,0.2192049,-0.25280732,-0.21025224,0.16477363,-0.22411828,-0.0054329336,-0.16138056,0.20824236,0.11286987,-0.34882677,-0.07500036,0.023196042,-0.18921097,-0.45041928,0.12614319,0.03694947,-0.14021748,0.09804094,-0.28319177,0
16,0.021441326,0.49663556,0.2215564,-0.11120378,-0.3049103,-0.3492493,0.01527901,-0.19966839,0.12180033,-0.13252029,-0.42458922,0.3216188,0.1502641,-0.5289235,0.25343326,0.048346806,-0.2038559,-0.31245047,0.16027614,-0.37302166,-0.12902915,-0.0055469666,-0.30675486,-0.118884176,-0.05879754,-0.5535714,-0.46552807,0.16990364,-0.20023574,-0.4064567,0.04718843,0.38867578,-0.4171936,0.2154844,-0.12603594,-0.14755648,-0.41286686,0.080680594,-0.15413156,-0.25330955,-0.21018125,-0.41969976,-0.05451026,-0.2913134,-0.13412936,0.0010615662,-0.13045132,-0.27214393,0.16213596,0.0714459,0
17,-0.4166041,-0.12354362,0.02842433,-0.017196313,-0.06331036,-0.06730315,-0.005541533,-0.37731975,-0.23727551,0.42257616,0.21127644,-0.34471166,-0.4068126,-0.08502101,0.17304668,-0.15963158,-0.13430187,-0.03036721,0.47284225,-0.10032472,0.24047792,0.19234167,0.1939618,-0.55496526,0.1435291,-0.2366946,-0.19246915,-0.26256642,0.035585627,0.11519271,-0.2564029,-0.069648385,0.1757788,0.04660687,0.19528615,-0.5487536,-0.1042302,-0.10556872,0.45810696,0.20251703,-0.18422231,0.17710301,-0.11412124,-0.5011023,-0.3644704,-0.044388674,0.053417817,0.07663134,0.13628551,-0.1838141,0
18,0.109720185,-0.1596919,-0.29379043,-0.15500763,-0.26625603,-0.17782475,0.33188418,-0.4055408,0.0685738,0.17214425,0.5392582,-1.0,-0.57303584,0.5296285,-0.11380242,-0.2734913,0.64398956,-0.6906823,0.27803308,0.45983458,0.0032705665,-0.12258077,0.3840997,-0.7121803,0.43737447,0.22946006,0.52359295,-0.9326039,0.5172192,0.7593746,-0.14590937,0.38121876,-0.1741294,-0.29770878,0.27673647,0.4337852,0.33724385,-0.40572315,0.3623794,0.5136898,0.034007683,-0.34311906,-0.46864644,-0.27712554,-0.52269363,-0.58857965,0.16740695,-0.23730934,0.2093651,-0.36306876,0
19,0.18767399,-0.1418848,-0.32105845,-0.1596463,-0.543419,-0.5202974,-0.18007694,-0.09008412,-0.16041389,0.19578804,-0.010103911,-0.03979795,-0.03544429,0.015481666,0.0010385886,0.31564265,-0.007865399,0.03685397,-0.20006701,0.121490106,-0.10050956,0.115175754,0.003640227,0.012114197,-0.30884495,-0.7374618,-0.43669993,-0.68177104,0.23975524,-0.49629763,-0.45358977,-0.015909597,-0.12881166,0.08510235,-0.119251385,0.024918824,-0.19500402,0.03136996,-0.17123944,-0.26162845,0.020415306,-0.4152566,-0.467956,-0.17135952,0.1426143,-0.33353454,-0.5337888,-0.19315857,-0.35756764,-0.11971537,0
20,-0.0034120604,0.25584602,0.089732945,-0.13351375,-0.21406919,-0.22494273,0.124941796,-0.30173042,0.07076898,-0.031816177,-0.05321502,-0.19073984,-0.14439389,-0.1421757,0.091345906,-0.10470994,0.08445744,-0.44765285,0.26252908,-0.078756295,-0.069090396,-0.061832562,-0.04359111,-0.37960327,0.16069531,-0.19557916,-0.07622382,-0.19002043,0.032073423,0.074834675,0.0051233172,0.36873835,-0.30614775,0.0076854145,0.05092234,0.00072687864,-0.11155,-0.11908298,0.0938693,0.06986627,-0.13885495,-0.3201235,-0.16527772,-0.28888988,-0.32364196,-0.17949224,0.03497903,-0.24913289,0.20557985,-0.10973358,0
21,-0.28569102,0.009210512,-0.16260612,-0.07624303,-0.18022215,0.15506527,0.024038583,-0.47717762,-0.24378154,0.029007554,-0.01311823,-0.3341515,-0.20662919,-0.053219326,-0.36540395,0.075119,0.121705204,-0.1522983,0.31700522,0.08587679,0.13521457,0.08076026,-0.19405684,-0.13554503,-0.0780797,0.29764616,-0.012248933,-0.38241333,0.14148965,0.35478783,-0.22437406,0.11783387,-0.16636078,0.23612125,-0.061413426,-0.37908104,-0.013711683,-0.19251381,0.22734493,0.093318805,0.24719459,0.011274517,-0.22137481,-0.15094456,-0.16955887,-0.44012493,0.23737785,-0.5296296,0.11777213,-0.081216864,0
22,0.04693024,0.20932353,0.047238037,-0.24967512,-0.1782197,-0.0916278,-0.094068125,-0.2875135,-0.14891964,-0.29024577,-0.20190765,-0.06391798,0.027103238,-0.11754227,-0.3712952,0.1800299,0.038475305,-0.25206083,0.06696567,0.045689538,-0.20233425,-0.13344719,-0.2786422,-0.0065594763,-0.12877226,-0.021835834,-0.1517436,-0.27484632,0.024187539,-0.056472197,-0.06357279,0.24397992,-0.41533738,0.07993317,-0.12808028,-0.08002548,-0.05477389,-0.12754598,-0.078956544,-0.11548807,0.08883262,-0.2865064,-0.21681054,0.022882447,-0.08495749,-0.3038512,-0.036883667,-0.5619768,-0.061598204,-0.120419055,0
23,0.18704392,0.4486507,0.16613843,-0.18683296,-0.31084234,-0.38782686,0.0752818,-0.19046354,0.17332944,-0.21749364,-0.28531957,0.099887386,0.07898979,-0.30164078,0.14022902,0.0097513795,0.007231131,-0.48759884,0.09314789,-0.18010432,-0.23317859,-0.12984833,-0.20408621,-0.19648874,0.046375632,-0.4331886,-0.24723224,-0.05189821,-0.062822476,-0.23855469,0.08350645,0.48219812,-0.49712065,0.046947636,-0.07034759,0.14435753,-0.24243075,-0.022580419,-0.16380031,-0.14461696,-0.18272969,-0.5469744,-0.15728511,-0.20481884,-0.19795674,-0.12444636,-0.12935598,-0.32732895,0.1347367,-0.032925606,0
24,0.22681352,0.11239232,-0.12778838,-0.28070468,-0.29445368,-0.18416524,-0.009768888,-0.268988,-0.07489471,-0.2786945,-0.044858575,-0.29204625,-0.051526062,0.122154206,-0.42316732,0.16987222,0.28282475,-0.39785856,-0.03768152,0.25541514,-0.25386873,-0.1891224,-0.15934803,-0.055929475,-0.06813468,0.026288182,0.03883922,-0.58057815,0.22497025,0.09121886,-0.10806455,0.32291913,-0.46179298,-0.03497163,-0.09497748,0.23729235,0.0787285,-0.20523766,-0.10934782,-0.029791705,0.1574736,-0.4524745,-0.37835968,0.067490876,-0.09676442,-0.49112543,-0.080770485,-0.6000484,-0.100683965,-0.18905947,0
25,0.01659,0.022480115,0.338647,-0.34692907,0.13434288,-0.21676357,-0.16189758,-0.20316152,-0.2193794,-0.11520336,0.16475353,-0.31285664,-0.2508093,0.100200236,-0.13827163,-0.09055343,-0.07942976,-0.25706196,0.20147477,0.071921155,-0.2669996,-0.23607497,0.1886468,-0.5065335,0.21383622,-0.2780084,-0.08083403,-0.30462706,-0.025915192,-0.09559375,0.008529335,0.081258684,-0.15343048,-0.35602742,0.21186803,-0.07626547,0.114924595,-0.19494921,0.2000178,0.13460332,-0.33258796,-0.10930797,-0.1363044,-0.13729087,-0.38727567,0.04172343,-0.16035002,-0.05525957,-0.12289984,-0.40844715,0
26,0.25479308,0.37259173,-0.021401137,-0.1609427,-0.45679262,-0.43536377,0.10574645,-0.18496399,0.19230866,-0.15842131,-0.24909298,0.039411478,0.07391383,-0.21952786,0.11175266,0.07477316,0.11882383,-0.48334625,0.0048263445,-0.083233684,-0.20547557,-0.084307864,-0.19950017,-0.12308236,-0.022281427,-0.4374008,-0.21764764,-0.23578097,0.06285987,-0.20859715,-0.018049732,0.4851574,-0.50132513,0.0921954,-0.115420334,0.25053182,-0.23231685,-0.024979647,-0.21649173,-0.16465992,-0.071619205,-0.6305033,-0.27114406,-0.18812001,-0.11593511,-0.2754414,-0.17616236,-0.38594937,0.08985141,-0.0091410875,0
27,-0.0081277825,-0.028038047,0.2004323,-0.3420811,0.036335856,-0.15624054,-0.30754715,-0.19348973,-0.3644685,-0.1632476,0.004104629,-0.12569962,-0.09890026,0.01899615,-0.35059297,0.15894873,-0.16372591,-0.018867768,0.05674818,0.086621836,-0.2540026,-0.15564716,-0.020674959,-0.16951884,-0.08780628,-0.27128536,-0.25762188,-0.34667036,-0.025629554,-0.27362433,-0.13802506,-0.050713822,-0.17038946,-0.15810975,0.028196413,-0.23505461,0.033630043,-0.12702796,0.055185147,-0.07185538,-0.12905602,-0.07651621,-0.18814632,9.0032816e-05,-0.1326637,-0.06583897,-0.24630946,-0.24943006,-0.2983115,-0.32006672,0
28,-0.08356729,0.4334241,-0.035258755,-0.043404445,-0.3172841,-0.005857557,0.28255558,-0.45646995,0.1594891,-0.16238594,-0.23856847,-0.1690414,-0.056559496,-0.2714085,-0.06888865,-0.0715106,0.23814595,-0.58232486,0.3463866,-0.10566698,0.03317471,-0.023824684,-0.32737714,-0.20088586,0.094886795,0.22253692,0.047469497,-0.09530832,0.053405337,0.37886757,0.05828078,0.56437993,-0.48557627,0.27144888,-0.09914183,-0.02995415,-0.15443426,-0.15211393,0.052795403,0.063774094,0.13281232,-0.35820135,-0.15000775,-0.23165868,-0.28530285,-0.41163838,0.33537477,-0.60238945,0.43008232,0.06629661,0
