,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,label
0,-0.5364398,0.0047048256,0.16095182,0.3379078,0.5245365,-0.06747872,0.00624384,-0.4569636,0.3011505,0.44193327,-0.41709542,-0.14070702,-0.11390175,-0.4147819,0.43851048,-0.20495126,-0.46692437,0.013483152,-0.2757332,0.4321295,-0.09475234,0.24374054,-0.14248943,0.15733847,0.08059643,-0.3882901,-0.047689766,0.01646939,-0.45770192,0.2872443,0
1,-0.29103255,0.46509087,-0.239209,0.31234053,-0.06942922,-0.060834654,-0.17061168,0.053668417,0.059039116,0.19370064,-0.11918208,0.42376685,-0.07054122,-0.37011606,0.63076097,-0.6045634,-0.19072983,0.5772352,-0.4045057,0.76498634,-0.34258497,0.052922547,-0.5646194,-0.073830165,-0.39905828,0.28458315,0.120167516,-0.53224075,-0.326015,0.260032,0
2,0.12504847,-0.16954629,-0.6718649,0.5011415,-0.47540408,-0.37926114,0.43565717,0.20049587,-0.51204985,-0.38101256,0.35736775,0.28284225,-0.48104832,0.16630016,0.5700048,-0.15473555,0.051442996,0.25248373,-0.14875928,0.55107105,0.13843922,0.5212308,-0.025699645,0.19397548,0.104311556,0.63922447,0.60737765,-0.7969507,-0.07453321,-0.043582946,0
3,-0.043825496,0.1923342,-0.34566188,0.21722916,-0.21840781,-0.044848204,0.065604046,0.19637318,-0.040011004,0.026184909,-0.044988483,0.4508808,-0.06844808,-0.05167388,0.35404587,-0.3747186,0.050445203,0.4303344,-0.36731702,0.45803225,0.009783775,0.17309064,-0.17627588,-0.036747694,-0.18665907,0.21580756,0.27643067,-0.56719494,-0.035803333,0.15289666,0
4,-0.23762658,-0.40613684,-0.37844464,0.7150929,0.035168957,-0.5224852,0.48776627,-0.33194512,-0.4029144,-0.17878804,0.20233813,-0.24622542,-0.6686789,-0.08828351,0.75947034,0.022511609,-0.3913808,-0.115807876,-0.0026227236,0.61376566,0.047976315,0.6854573,-0.0055660754,0.42481935,0.3867268,0.33309418,0.4506072,-0.4191208,-0.46504027,0.0063194036,0
5,-0.4924219,0.35194987,0.28017953,0.022796266,0.4973422,0.24941945,-0.27528706,-0.22743174,0.6085801,0.65456176,-0.65474236,0.20790482,0.27979532,-0.44560272,0.16732408,-0.42331058,-0.2618521,0.28620178,-0.49960035,0.30419534,-0.1209465,-0.078620076,-0.22724143,-0.11061096,-0.23710588,-0.5944946,-0.22159183,0.03427291,-0.23867881,0.40674892,0
6,0.008058317,0.45291108,-0.5034485,0.23557857,-0.44959405,-0.053476088,-0.061105788,0.38659877,-0.13336802,-0.051757142,0.07736829,0.68892086,-0.059334233,-0.104323074,0.51080793,-0.6013803,0.1134948,0.7100787,-0.42801675,0.68120986,-0.18190682,0.06790584,-0.4529221,-0.14221664,-0.4426911,0.5384121,0.31997475,-0.80551773,-0.0491814,0.16242099,0
7,0.098530665,0.090619475,-0.11066832,-0.19143552,-0.080171585,0.3052064,0.062465474,0.31117508,0.32338312,0.23055705,-0.38380048,0.5636909,0.33302212,0.17477453,-0.27812797,-0.20364147,0.3443622,0.308191,-0.50916755,-0.11840029,0.41859072,0.030529559,0.28951016,-0.17429405,-0.097050145,-0.40484166,0.14404812,-0.3026316,0.3892712,0.19968274,0
8,-0.28947365,0.16927823,-0.048958644,0.20235798,0.16769758,0.02067137,-0.028237283,-0.09277367,0.21436316,0.29544634,-0.2995713,0.22056884,0.0032071369,-0.24444702,0.32559592,-0.33098185,-0.16936763,0.27013177,-0.3719115,0.40470272,-0.04284805,0.135586,-0.16831768,0.0026623346,-0.115523994,-0.15890029,0.065228865,-0.252098,-0.19989917,0.25083673,0
9,0.3402019,-0.28920698,-0.42601985,-0.005541511,-0.36461747,0.046887282,0.44416013,0.3897891,-0.09894706,-0.16807872,-0.024675354,0.4614349,0.008480636,0.4768092,-0.21120441,0.048694864,0.4516907,0.1283292,-0.32564303,-0.15601669,0.6530956,0.34781456,0.5496361,0.015197054,0.20169652,-0.07308906,0.47490466,-0.5181489,0.47967023,6.297231e-05,0
10,-0.024110718,0.082552135,-0.23227386,0.10394114,-0.10665105,0.05018752,0.10466525,0.16460353,0.08640272,0.1059801,-0.17417544,0.4036486,0.03447879,0.023663439,0.13790692,-0.25740874,0.1065515,0.3084282,-0.38528812,0.23527907,0.1779645,0.16893607,0.03420843,-0.03912676,-0.08127484,-0.051748246,0.22677752,-0.42031336,0.07935895,0.16262573,0
11,-0.15144892,0.39713478,-0.218867,0.13699193,-0.1129051,0.07050991,-0.124677986,0.17936607,0.14202751,0.20040685,-0.19488162,0.52275825,0.078989185,-0.19927213,0.34586537,-0.51750875,0.0047854558,0.54482687,-0.45746547,0.5048624,-0.123223335,0.01624766,-0.3308156,-0.13451381,-0.35332614,0.10277006,0.12920721,-0.49555242,-0.08307879,0.24588376,0
12,-0.33961043,-0.54971236,-0.2834046,0.7888543,0.21077622,-0.5816215,0.55203897,-0.52081954,-0.38212162,-0.1311188,0.1582546,-0.45492536,-0.748853,-0.13496162,0.79305285,0.13349822,-0.528619,-0.28884402,0.06468314,0.5902225,0.07093085,0.7752497,0.067589045,0.52602065,0.537768,0.20591182,0.41815108,-0.2775032,-0.57403576,0.0060604364,0
13,-0.117639765,0.07642794,-0.051573157,0.020977356,0.09441021,0.14885972,0.044114187,0.056864973,0.27587843,0.2745099,-0.3563544,0.3301115,0.147676,-0.03697949,0.019025449,-0.22440945,0.055872113,0.23029742,-0.42018837,0.12055285,0.20999083,0.112869605,0.09980646,-0.05502876,-0.052470088,-0.3293236,0.09817984,-0.23232296,0.074576885,0.22233635,0
14,0.6059782,-0.6471786,-0.7080062,0.10433609,-0.641961,-0.1426663,0.8001801,0.5076996,-0.45482028,-0.5275121,0.2774155,0.40866324,-0.23426455,0.8045394,-0.24122429,0.29896763,0.615204,-0.036958054,-0.1793995,-0.2702577,0.93222296,0.61888134,0.8543332,0.16302288,0.47928327,0.1745561,0.77749693,-0.70688033,0.6415737,-0.1844086,0
15,-0.25021183,-0.42162868,-0.17044656,0.5021641,0.21502538,-0.31843716,0.4275933,-0.3512269,-0.13385561,0.016863793,-0.049048916,-0.23537773,-0.43266878,-0.05549611,0.4505399,0.08767259,-0.31398126,-0.19148567,-0.088098794,0.33558404,0.2044119,0.579071,0.18870677,0.35070893,0.41537753,-0.074661285,0.30842707,-0.20293856,-0.31199825,0.069955945,0
16,0.32129347,-0.29844385,-0.65321547,0.27783078,-0.53510034,-0.21924832,0.5269319,0.3600413,-0.42047316,-0.39038277,0.2699595,0.3933465,-0.30185223,0.41420928,0.18545859,-0.01003319,0.31347114,0.18124722,-0.20459515,0.18914673,0.45567772,0.49763596,0.3175958,0.13105813,0.1986727,0.3965631,0.63589853,-0.7456726,0.25435108,-0.07460767,0
17,-0.38838774,-0.08375332,-0.047113217,0.4166603,0.2972558,-0.18122005,0.1442794,-0.3353837,0.07256725,0.22320777,-0.20690787,-0.089646846,-0.25070772,-0.2746687,0.5026891,-0.16250497,-0.37326655,0.030890718,-0.21643224,0.47409403,-0.034916133,0.35140163,-0.10130897,0.20175913,0.13005741,-0.125279,0.1272162,-0.17305961,-0.3965796,0.19446795,0
18,-0.3967626,-0.27519897,-0.079448506,0.5326052,0.33025065,-0.30441427,0.28877646,-0.44321042,-0.04270029,0.1388351,-0.12491062,-0.25882098,-0.40767062,-0.2342669,0.57015485,-0.029590853,-0.44733435,-0.12544446,-0.11697076,0.4736732,0.025135845,0.5014592,-0.0039512515,0.32486227,0.3052162,-0.09284538,0.200284,-0.14940046,-0.46236616,0.13880987,0
19,0.046326436,-0.46165782,-0.3048271,0.29228365,-0.05069621,-0.18605982,0.51244265,-0.03353121,-0.16161135,-0.111239046,-0.008282721,0.027594328,-0.27810526,0.24164088,0.12817815,0.14632626,0.041840866,-0.12023528,-0.16011634,0.06456469,0.47827998,0.53702384,0.4410901,0.24253194,0.4056646,-0.084015146,0.4244842,-0.33605462,0.06697857,0.007580012,0
20,-0.055423997,0.15892464,-0.22291216,0.10558693,-0.10300133,0.06127379,0.04690084,0.16781992,0.10794853,0.1347732,-0.1866594,0.43321913,0.05243401,-0.029660106,0.17937501,-0.3189885,0.08418568,0.36398005,-0.40549517,0.29274285,0.10917388,0.12845722,-0.04906887,-0.06468793,-0.14689514,-0.0260856,0.19879392,-0.43236518,0.044425167,0.18481612,0
21,-0.4490514,0.052498177,-0.11540692,0.5214828,0.23771513,-0.2573076,0.06986156,-0.33640173,-0.0067851245,0.19245999,-0.12067293,-0.05712965,-0.33020094,-0.39182872,0.7209336,-0.29642773,-0.46074206,0.15326291,-0.20980704,0.7033623,-0.2304647,0.33181205,-0.33648348,0.19618504,0.008385584,0.094854504,0.13669208,-0.28075844,-0.5389386,0.20686962,0
22,-0.31402323,0.06534782,-0.11175142,0.34163997,0.16035971,-0.11448529,0.06478284,-0.17491816,0.07920052,0.20520353,-0.18934825,0.0991818,-0.16163015,-0.25261664,0.47059512,-0.2754599,-0.26018563,0.19370368,-0.2862418,0.49828178,-0.07017809,0.25376502,-0.18223974,0.10187793,-0.020633206,-0.032621235,0.1358488,-0.28463978,-0.30750677,0.20671776,0
23,-0.020322647,-0.4158132,-0.3728224,0.436884,-0.0809053,-0.3056415,0.50090504,-0.08756821,-0.27547133,-0.16691187,0.09812608,-0.019202143,-0.4146734,0.1445302,0.3571258,0.078939155,-0.07611479,-0.076608345,-0.11284456,0.27481097,0.32089838,0.5801089,0.26430565,0.28960735,0.367927,0.122146696,0.45747474,-0.41671014,-0.09667231,-0.0012277365,0
24,0.38091367,-0.8168506,-0.9727527,0.7489895,-0.6801925,-0.720157,1.0,0.15903798,-1.0,-0.83896255,0.74464434,-0.017333865,-0.9204672,0.5639663,0.5891749,0.30512562,0.1213177,-0.15703842,0.1322135,0.38991418,0.5352775,0.99999994,0.4579179,0.5130656,0.64810336,0.87345666,0.99949485,-0.91956466,0.017934307,-0.30261964,0
25,-0.11422863,-0.17306481,-0.32535082,0.41502187,-0.058161803,-0.24585217,0.31150955,-0.07063533,-0.1798166,-0.05808404,0.03372234,0.083979085,-0.32898897,-0.01549767,0.450494,-0.110762,-0.13058941,0.09615686,-0.18834086,0.42406088,0.123035654,0.43817243,0.023139656,0.19708315,0.15971702,0.16316992,0.3563242,-0.43718088,-0.18326634,0.074820444,0
26,-0.04655068,0.19995782,-0.24907622,0.10907028,-0.14087151,0.05919819,0.027421206,0.19856192,0.09186278,0.1212596,-0.16606465,0.47122642,0.053043783,-0.037473284,0.20488864,-0.3548835,0.09450364,0.40856776,-0.41479146,0.32867727,0.07880297,0.11232138,-0.09305325,-0.081169605,-0.18738434,0.026709974,0.20660095,-0.47125193,0.042383485,0.18586932,0
27,0.109572425,0.22949517,-0.19019467,-0.16575658,-0.1902578,0.28907984,-0.00724642,0.3935733,0.27039334,0.19272085,-0.31672844,0.673492,0.32427937,0.13013235,-0.17179412,-0.32684794,0.35607517,0.4522219,-0.535148,0.01920053,0.2998755,-0.01993981,0.12673235,-0.22194228,-0.2310794,-0.2269305,0.16342363,-0.4245386,0.35812175,0.20676711,0
28,-0.38587496,-0.22508264,0.21745211,0.16611749,0.55007434,0.04565352,0.153483,-0.40076414,0.382899,0.43926704,-0.51113695,-0.1540268,0.0030693458,-0.17808416,0.07667265,0.0156060755,-0.27750334,-0.16518706,-0.2839294,0.055111706,0.24733396,0.28737625,0.25546154,0.16162136,0.27596265,-0.6860954,-0.020707414,0.13713792,-0.18628618,0.2458863,0
