,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,label
0,0.19828759,-0.07460692,-0.2082105,-0.6220442,-0.05222047,0.17892167,0.34366688,-0.49234492,0.18594043,-0.29263747,-0.26918885,0.17947912,-0.24321347,-0.34902847,-0.066959806,0.25604817,0.2023933,-0.2607141,-0.46227753,-0.22722961,-0.5779886,0.10525291,-0.08464719,-0.25254273,-0.07328502,-0.20286182,-0.5154735,-0.052307718,-0.52840257,0.6005462,-0.10885086,0.2066492,-0.16364029,0.5466165,-0.09163039,-0.016279802,-0.048713315,0.15361941,-0.41942105,0.60573626,0.36322963,0.43102643,0.06912764,0.3265341,-0.49374914,-0.27421454,-0.06184891,-0.29543102,0.34213808,0.66741437,0.38600817,0.38019332,0.170486,0.37515792,0.51599187,-0.144029,-0.62649685,-0.13333046,-0.1427706,0.70453393,0
1,-0.2825425,0.15389298,0.33735684,-0.051330887,0.014808597,-0.060271412,-0.004515564,0.37329528,0.22186297,-0.11476955,-0.0810139,0.047022015,0.31236255,0.09678762,0.12649754,0.09861204,-0.2734327,0.4631481,-0.04430333,0.30705476,0.35952908,-0.40086746,-0.22082019,-0.080155,0.05164074,0.25081998,-0.34275508,-0.17645447,0.50395405,0.10683864,0.20951813,-0.101639986,0.1124205,-0.1946013,0.049460128,-0.3930822,-0.14662167,0.07563723,0.43587267,-0.31950074,-0.0050755665,0.058212273,-0.47841704,0.24541086,-0.013664143,0.24108183,0.15542531,0.40048265,-0.12193352,0.10810019,-0.15839753,-0.3914316,0.033217616,-0.0063809156,0.021129731,0.15525451,-0.19587885,-0.08606617,0.1008368,-0.14091817,0
2,-0.10509491,0.046835516,0.049686022,-0.16900887,-0.031558607,0.15773898,0.12774351,0.047305174,0.14957242,-0.02434498,-0.14095858,0.12654376,-0.07421824,0.118470654,-0.11167737,-0.041579083,-0.11619432,0.118724406,-0.010695025,0.0840444,-0.0611282,0.018924013,0.022724219,0.05066368,-0.009386838,0.053174175,-0.21478166,-0.122231156,0.015089914,0.2435983,0.051603924,-0.047291026,-0.09057342,0.14356837,-0.057989523,-0.09171677,0.08055915,0.07007109,0.09262997,0.09015523,-0.07109864,0.12405698,-0.19632667,0.08563631,-0.11471922,-0.023407489,0.15193468,0.036499888,0.09910864,0.16649479,0.112200096,-0.063011296,0.06443705,-0.010520317,0.03759654,0.10476425,-0.18161611,-0.018814802,0.108934134,0.06812239,0
3,0.12352314,-0.12260367,-0.34908918,-0.26504025,-0.09260682,0.0739706,-0.025762059,-0.51708823,-0.062678255,-0.066263825,0.0565002,0.19181061,-0.17741273,-0.19809207,-0.34088853,0.067759216,0.2669085,-0.42446607,-0.020245451,-0.3973832,-0.50968766,0.22190244,0.071597636,-0.04262335,0.015042143,-0.3831215,-0.06431356,0.21383433,-0.5315114,0.40331024,-0.3651194,0.0025490373,-0.40151766,0.2658758,0.064232476,0.23820211,0.07982977,-0.20419952,-0.36363176,0.53389835,0.035090823,0.023254424,-0.017901659,0.15403377,-0.07472792,-0.08812167,-0.012250237,-0.37796766,0.26771504,0.28470033,0.3152919,0.38343254,0.06475528,0.1611903,0.15700053,0.025831535,-0.10345032,0.0999499,0.047106743,0.4036222,0
4,0.21560109,-0.16100769,-0.11113672,-0.17236121,0.119613595,-0.04809749,-0.08354629,-0.086110316,-0.06642574,-0.3097029,0.11166848,-0.15973148,0.2884911,-0.28178063,0.23876944,0.38158372,-0.03019062,0.1120518,-0.35733068,-0.075373754,0.04231605,-0.2861931,-0.17090896,-0.38054618,-0.14205341,-0.014997116,-0.4250949,0.06365966,0.031252265,0.21574669,-0.082786225,0.28303564,0.15619056,-0.058422357,0.12245454,-0.14091429,-0.38004377,0.047878105,-0.12172689,-0.0691378,0.4114751,0.0006996803,-0.11281863,0.42444512,-0.023292627,0.32284886,-0.2868089,0.23210597,-0.17616019,0.35603508,0.036456436,0.114848696,0.12038343,0.4350118,0.34380335,-0.25369415,-0.350312,-0.19493595,-0.28604996,0.4340691,0
5,0.6371002,-0.41152737,-0.54198474,-0.05388032,0.18234892,0.5295298,0.13450453,-0.19908258,-0.31519875,-0.08257924,0.053232677,-0.3103826,-0.32676503,0.10268148,0.068783045,0.025827117,-0.09708212,-0.09885214,-0.24492668,-0.15584669,-0.256161,0.45866883,0.4683056,-0.07678032,-0.48887563,-0.004919529,-0.14371492,-0.026153978,-0.49110842,0.12314065,-0.14473437,0.568352,0.18616042,0.33760902,-0.18177743,0.3331036,-0.014614809,0.26894772,-0.5134785,0.14328684,0.23335372,-0.049794517,0.45855853,-0.036254466,0.022180155,0.10546224,-0.41538355,-0.010240033,-0.124679565,0.17354405,0.34389728,0.5207893,0.23384082,0.405543,0.21727686,-0.5213531,-0.20925336,-0.17433284,-0.41993815,0.6180062,0
6,-0.32481402,-0.10798234,0.09835507,-0.33983406,0.2657424,0.13123572,0.06636614,0.20675758,0.19899252,0.3084188,-0.11927496,0.026881993,-0.094996154,0.31486738,-0.15859108,-0.30354983,-0.49283051,0.40331006,0.13079101,0.1560443,-0.15452458,-0.048236042,-0.13958395,0.30180255,0.27848518,0.03211788,-0.34249765,-0.037238274,0.33651757,0.48392174,0.2962849,-0.30254495,-0.14948566,0.29823127,0.18980071,-0.035522446,0.061900288,-0.012875818,0.14563906,0.1682487,-0.17960009,0.13127469,-0.13504383,0.24072343,-0.23175454,-0.003017351,0.37304243,0.23321182,-0.067069806,0.3467566,0.37953264,-0.4030344,-0.29450965,-0.3204965,-0.24743807,0.31828094,-0.15647066,-0.29796034,0.33107293,-0.2552061,0
7,-0.003156826,0.1204807,0.07505364,-0.25792146,-0.14138864,0.04861726,0.17703216,-0.09760791,0.19906822,-0.31318802,-0.18019618,0.17084298,0.05899086,-0.18450269,0.029141687,0.2601581,0.10045363,0.007140279,-0.27237314,0.025383465,-0.052759722,-0.14080566,-0.10535753,-0.24152124,-0.09234142,0.034342308,-0.36433223,-0.14435628,-0.09849948,0.25593403,-0.036766466,0.10775579,-0.022596944,0.09253402,-0.10320495,-0.23928332,-0.07896561,0.1239247,0.028940618,0.09902573,0.1861023,0.23161313,-0.2663497,0.22278786,-0.19589809,-0.02007617,-0.0032472312,-0.015326589,0.17623943,0.2977011,-0.004929453,0.08572338,0.22328205,0.26637745,0.3461543,-0.03458079,-0.3941748,0.012082234,-0.068210684,0.35500297,0
8,0.099761516,0.21614936,0.17747553,-0.07229474,-0.19477397,0.49359816,0.51580346,0.26251152,0.26621693,-0.26972255,-0.45033866,0.10986379,-0.24959931,0.25547448,0.12099728,0.036423482,-0.11790192,0.23799461,-0.25304538,0.38779324,0.17022535,0.17009647,0.29481214,-0.056989245,-0.41840005,0.43760896,-0.2902968,-0.5594557,-0.07410296,-0.0072059045,0.21526575,0.3076295,0.26613015,0.2036653,-0.5182589,-0.28545877,0.18648133,0.5473771,0.18882164,-0.15449461,0.0067845285,0.337751,-0.12009293,-0.18901184,-0.20552087,-0.16126254,0.023622848,0.092317715,0.17762503,0.030767247,-0.09398928,0.060388383,0.43795675,0.1946387,0.28466314,-0.17605218,-0.4148188,0.04284185,-0.14867413,0.29188126,0
9,-0.13273314,0.143474,0.20584795,-0.19511585,-0.0815791,-0.12033394,0.031387717,0.055433027,0.2085292,-0.3081528,-0.086656556,0.12086606,0.29729143,-0.20204929,0.11756849,0.31031406,0.0028358998,0.18247049,-0.23565927,0.09948173,0.14621031,-0.38718802,-0.27222133,-0.28249457,0.0069753537,0.08147277,-0.40893275,-0.09797783,0.19101721,0.21335144,0.023544054,0.017328054,0.031345535,-0.10816792,0.03465737,-0.36171466,-0.21600483,0.044428244,0.20360622,-0.09433982,0.19720939,0.14574547,-0.42765427,0.34625074,-0.111405194,0.15637374,0.020044647,0.18205361,0.030708969,0.2738709,-0.117447525,-0.1191691,0.1385311,0.22450128,0.2788114,0.040297702,-0.34621966,-0.0354487,-0.026783325,0.18937436,0
